Chebyshev_3_ordem_teste_4.8 De-Embedded
Frequency GHz, DB[S21]
1.71,-13.7271
1.72,-13.8723
1.73,-14.0163
1.74,-14.1591
1.75,-14.3007
1.76,-14.4411
1.77,-14.5804
1.78,-14.7186
1.79,-14.8555
1.8,-14.9914
1.81,-15.1261
1.82,-15.2597
1.83,-15.3922
1.84,-15.5236
1.85,-15.6539
1.86,-15.7831
1.87,-15.9112
1.88,-16.0382
1.89,-16.1642
1.9,-16.2891
1.91,-16.4129
1.92,-16.5357
1.93,-16.6575
1.94,-16.7782
1.95,-16.8979
1.96,-17.0166
1.97,-17.1343
1.98,-17.251
1.99,-17.3666
2,-17.4813
2.01,-17.595
2.02,-17.7077
2.03,-17.8195
2.04,-17.9302
2.05,-18.0401
2.06,-18.149
2.07,-18.257
2.08,-18.3641
2.09,-18.4703
2.1,-18.5756
2.11,-18.68
2.12,-18.7835
2.13,-18.8862
2.14,-18.9879
2.15,-19.0888
2.16,-19.1889
2.17,-19.2881
2.18,-19.3864
2.19,-19.4839
2.2,-19.5806
2.21,-19.6765
2.22,-19.7715
2.23,-19.8657
2.24,-19.9591
2.25,-20.0517
2.26,-20.1435
2.27,-20.2345
2.28,-20.3247
2.29,-20.4142
2.3,-20.5028
2.31,-20.5907
2.32,-20.6778
2.33,-20.7642
2.34,-20.8498
2.35,-20.9346
2.36,-21.0187
2.37,-21.1021
2.38,-21.1847
2.39,-21.2666
2.4,-21.3477
2.41,-21.4281
2.42,-21.5078
2.43,-21.5868
2.44,-21.6651
2.45,-21.7426
2.46,-21.8195
2.47,-21.8956
2.48,-21.971
2.49,-22.0458
2.5,-22.1198
2.51,-22.1932
2.52,-22.2658
2.53,-22.3378
2.54,-22.4091
2.55,-22.4797
2.56,-22.5497
2.57,-22.619
2.58,-22.6876
2.59,-22.7555
2.6,-22.8228
2.61,-22.8894
2.62,-22.9553
2.63,-23.0206
2.64,-23.0853
2.65,-23.1493
2.66,-23.2126
2.67,-23.2753
2.68,-23.3373
2.69,-23.3987
2.7,-23.4595
2.71,-23.5196
2.72,-23.5791
2.73,-23.6379
2.74,-23.6961
2.75,-23.7537
2.76,-23.8106
2.77,-23.867
2.78,-23.9226
2.79,-23.9777
2.8,-24.0321
2.81,-24.0859
2.82,-24.139
2.83,-24.1916
2.84,-24.2435
2.85,-24.2948
2.86,-24.3455
2.87,-24.3955
2.88,-24.4449
2.89,-24.4937
2.9,-24.5419
2.91,-24.5894
2.92,-24.6364
2.93,-24.6827
2.94,-24.7283
2.95,-24.7734
2.96,-24.8178
2.97,-24.8616
2.98,-24.9048
2.99,-24.9473
3,-24.9893

