cauer_3_ordem_2_5_90 De-Embedded
Frequency GHz, DB[S21]
1.36,-6.95317
1.37,-7.15926
1.38,-7.36712
1.39,-7.57667
1.4,-7.78784
1.41,-8.00059
1.42,-8.21485
1.43,-8.43056
1.44,-8.64772
1.45,-8.86625
1.46,-9.08611
1.47,-9.30727
1.48,-9.5297
1.49,-9.75337
1.5,-9.97826
1.51,-10.2043
1.52,-10.4316
1.53,-10.6601
1.54,-10.8897
1.55,-11.1205
1.56,-11.3524
1.57,-11.5856
1.58,-11.8199
1.59,-12.0554
1.6,-12.2921
1.61,-12.5301
1.62,-12.7693
1.63,-13.0098
1.64,-13.2516
1.65,-13.4948
1.66,-13.7394
1.67,-13.9854
1.68,-14.233
1.69,-14.482
1.7,-14.7327
1.71,-14.9851
1.72,-15.2392
1.73,-15.495
1.74,-15.7528
1.75,-16.0126
1.76,-16.2744
1.77,-16.5383
1.78,-16.8046
1.79,-17.0732
1.8,-17.3442
1.81,-17.6179
1.82,-17.8943
1.83,-18.1736
1.84,-18.4559
1.85,-18.7413
1.86,-19.0302
1.87,-19.3226
1.88,-19.6187
1.89,-19.9187
1.9,-20.223
1.91,-20.5316
1.92,-20.8449
1.93,-21.1632
1.94,-21.4868
1.95,-21.8159
1.96,-22.151
1.97,-22.4924
1.98,-22.8405
1.99,-23.1959
2,-23.5589
2.01,-23.9303
2.02,-24.3105
2.03,-24.7002
2.04,-25.1002
2.05,-25.5113
2.06,-25.9344
2.07,-26.3705
2.08,-26.8208
2.09,-27.2866
2.1,-27.7692
2.11,-28.2705
2.12,-28.7923
2.13,-29.3368
2.14,-29.9065
2.15,-30.5045
2.16,-31.1343
2.17,-31.7999
2.18,-32.5065
2.19,-33.2599
2.2,-34.0676
2.21,-34.9384
2.22,-35.8835
2.23,-36.9166
2.24,-38.0546
2.25,-39.318
2.26,-40.7288
2.27,-42.3037
2.28,-44.0288
2.29,-45.7828
2.3,-47.181
2.31,-47.5745
2.32,-46.7375
2.33,-45.2219
2.34,-43.5839
2.35,-42.0566
2.36,-40.6935
2.37,-39.4881
2.38,-38.4194
2.39,-37.4658
2.4,-36.6084
2.41,-35.832
2.42,-35.1242
2.43,-34.4751
2.44,-33.8764
2.45,-33.3216
2.46,-32.8053
2.47,-32.3228
2.48,-31.8704
2.49,-31.4449
2.5,-31.0434
2.51,-30.6636
2.52,-30.3035
2.53,-29.9613
2.54,-29.6354
2.55,-29.3245
2.56,-29.0273
2.57,-28.7428
2.58,-28.47
2.59,-28.2081
2.6,-27.9562
2.61,-27.7137
2.62,-27.48
2.63,-27.2545
2.64,-27.0366
2.65,-26.8259
2.66,-26.622
2.67,-26.4244
2.68,-26.2328
2.69,-26.0469
2.7,-25.8663
2.71,-25.6907
2.72,-25.5199
2.73,-25.3537
2.74,-25.1917
2.75,-25.0339
2.76,-24.8799
2.77,-24.7296
2.78,-24.5829
2.79,-24.4395
2.8,-24.2993
2.81,-24.1621
2.82,-24.0279
2.83,-23.8965
2.84,-23.7677
2.85,-23.6415
2.86,-23.5178
2.87,-23.3964
2.88,-23.2773
2.89,-23.1603
2.9,-23.0454
2.91,-22.9325
2.92,-22.8214
2.93,-22.7123
2.94,-22.6049
2.95,-22.4992
2.96,-22.3952
2.97,-22.2927
2.98,-22.1918
2.99,-22.0923
3,-21.9943

