cauer_5_ordem_2_90 De-Embedded
Frequency GHz, DB[S21]
1.6,-41.9601
1.61,-42.7168
1.62,-43.4993
1.63,-44.3112
1.64,-45.1564
1.65,-46.0397
1.66,-46.967
1.67,-47.9454
1.68,-48.9838
1.69,-50.0934
1.7,-51.2885
1.71,-52.5877
1.72,-54.0154
1.73,-55.6038
1.74,-57.3946
1.75,-59.4354
1.76,-61.7513
1.77,-64.2089
1.78,-66.0965
1.79,-66.1442
1.8,-64.5575
1.81,-62.6088
1.82,-60.855
1.83,-59.3774
1.84,-58.1413
1.85,-57.0996
1.86,-56.2127
1.87,-55.4501
1.88,-54.7888
1.89,-54.2115
1.9,-53.7046
1.91,-53.2575
1.92,-52.862
1.93,-52.5114
1.94,-52.2002
1.95,-51.924
1.96,-51.679
1.97,-51.4621
1.98,-51.2708
1.99,-51.1029
2,-50.9564
2.01,-50.8299
2.02,-50.7218
2.03,-50.6311
2.04,-50.5568
2.05,-50.498
2.06,-50.4539
2.07,-50.4241
2.08,-50.4079
2.09,-50.405
2.1,-50.4151
2.11,-50.4379
2.12,-50.4733
2.13,-50.5211
2.14,-50.5814
2.15,-50.6542
2.16,-50.7397
2.17,-50.838
2.18,-50.9494
2.19,-51.0744
2.2,-51.2134
2.21,-51.3669
2.22,-51.5356
2.23,-51.7203
2.24,-51.9219
2.25,-52.1415
2.26,-52.3805
2.27,-52.6402
2.28,-52.9224
2.29,-53.229
2.3,-53.5626
2.31,-53.9258
2.32,-54.322
2.33,-54.7552
2.34,-55.2299
2.35,-55.7519
2.36,-56.328
2.37,-56.9666
2.38,-57.6777
2.39,-58.4737
2.4,-59.3688
2.41,-60.3788
2.42,-61.5175
2.43,-62.7862
2.44,-64.1436
2.45,-65.4357
2.46,-66.2989
2.47,-66.2652
2.48,-65.2626
2.49,-63.7079
2.5,-62.0181
2.51,-60.3924
2.52,-58.8913
2.53,-57.5202
2.54,-56.2665
2.55,-55.1145
2.56,-54.049
2.57,-53.057
2.58,-52.1278
2.59,-51.2522
2.6,-50.4229
2.61,-49.6337
2.62,-48.8794
2.63,-48.1556
2.64,-47.4586
2.65,-46.7853
2.66,-46.1327
2.67,-45.4987
2.68,-44.8809
2.69,-44.2776
2.7,-43.6871
2.71,-43.1078
2.72,-42.5385
2.73,-41.9778
2.74,-41.4246
2.75,-40.8778
2.76,-40.3366
2.77,-39.7998
2.78,-39.2667
2.79,-38.7363
2.8,-38.2079
2.81,-37.6807
2.82,-37.1538
2.83,-36.6265
2.84,-36.098
2.85,-35.5675
2.86,-35.0343
2.87,-34.4974
2.88,-33.9561
2.89,-33.4094
2.9,-32.8565
2.91,-32.2963
2.92,-31.7278
2.93,-31.1499
2.94,-30.5614
2.95,-29.9609
2.96,-29.3471
2.97,-28.7183
2.98,-28.073
2.99,-27.4083
3,-26.723

