Butterworth_3_ordem De-Embedded
Frequency GHz, DB[S21]
1.04,-7.00324
1.05,-7.17161
1.06,-7.33933
1.07,-7.50633
1.08,-7.67254
1.09,-7.8379
1.1,-8.00233
1.11,-8.16579
1.12,-8.32823
1.13,-8.48958
1.14,-8.64982
1.15,-8.80889
1.16,-8.96675
1.17,-9.12338
1.18,-9.27874
1.19,-9.4328
1.2,-9.58553
1.21,-9.7369
1.22,-9.88689
1.23,-10.0355
1.24,-10.1827
1.25,-10.3284
1.26,-10.4727
1.27,-10.6155
1.28,-10.7569
1.29,-10.8967
1.3,-11.0351
1.31,-11.1719
1.32,-11.3072
1.33,-11.441
1.34,-11.5733
1.35,-11.704
1.36,-11.8331
1.37,-11.9607
1.38,-12.0867
1.39,-12.2111
1.4,-12.3341
1.41,-12.4554
1.42,-12.5752
1.43,-12.6934
1.44,-12.8101
1.45,-12.9251
1.46,-13.0387
1.47,-13.1506
1.48,-13.261
1.49,-13.3698
1.5,-13.4771
1.51,-13.5828
1.52,-13.6869
1.53,-13.7894
1.54,-13.8904
1.55,-13.9898
1.56,-14.0877
1.57,-14.184
1.58,-14.2787
1.59,-14.3719
1.6,-14.4635
1.61,-14.5535
1.62,-14.642
1.63,-14.7289
1.64,-14.8142
1.65,-14.898
1.66,-14.9802
1.67,-15.0609
1.68,-15.1399
1.69,-15.2174
1.7,-15.2934
1.71,-15.3677
1.72,-15.4405
1.73,-15.5117
1.74,-15.5814
1.75,-15.6494
1.76,-15.7159
1.77,-15.7808
1.78,-15.8441
1.79,-15.9057
1.8,-15.9658
1.81,-16.0243
1.82,-16.0812
1.83,-16.1365
1.84,-16.1901
1.85,-16.2421
1.86,-16.2925
1.87,-16.3413
1.88,-16.3884
1.89,-16.4338
1.9,-16.4776
1.91,-16.5198
1.92,-16.5602
1.93,-16.599
1.94,-16.636
1.95,-16.6714
1.96,-16.705
1.97,-16.7369
1.98,-16.7671
1.99,-16.7955
2,-16.8221
2.01,-16.847
2.02,-16.87
2.03,-16.8913
2.04,-16.9107
2.05,-16.9283
2.06,-16.944
2.07,-16.9579
2.08,-16.9698
2.09,-16.9798
2.1,-16.9879
2.11,-16.994
2.12,-16.9982
2.13,-17.0003
2.14,-17.0005
2.15,-16.9985
2.16,-16.9945
2.17,-16.9884
2.18,-16.9801
2.19,-16.9697
2.2,-16.957
2.21,-16.9422
2.22,-16.925
2.23,-16.9056
2.24,-16.8838
2.25,-16.8596
2.26,-16.833
2.27,-16.8039
2.28,-16.7724
2.29,-16.7382
2.3,-16.7015
2.31,-16.662
2.32,-16.6199
2.33,-16.575
2.34,-16.5272
2.35,-16.4766
2.36,-16.423
2.37,-16.3663
2.38,-16.3065
2.39,-16.2436
2.4,-16.1774
2.41,-16.1078
2.42,-16.0348
2.43,-15.9582
2.44,-15.878
2.45,-15.7941
2.46,-15.7063
2.47,-15.6145
2.48,-15.5186
2.49,-15.4185
2.5,-15.314
2.51,-15.205
2.52,-15.0914
2.53,-14.9728
2.54,-14.8493
2.55,-14.7205
2.56,-14.5864
2.57,-14.4466
2.58,-14.301
2.59,-14.1493
2.6,-13.9912
2.61,-13.8266
2.62,-13.655
2.63,-13.4762
2.64,-13.2898
2.65,-13.0955
2.66,-12.8929
2.67,-12.6817
2.68,-12.4613
2.69,-12.2313
2.7,-11.9912
2.71,-11.7406
2.72,-11.4788
2.73,-11.2053
2.74,-10.9195
2.75,-10.6209
2.76,-10.3087
2.77,-9.98248
2.78,-9.64161
2.79,-9.28563
2.8,-8.91421
2.81,-8.52722
2.82,-8.12483
2.83,-7.7077
2.84,-7.27717
2.85,-6.83556
2.86,-6.38652
2.87,-5.93552
2.88,-5.49042
2.89,-5.06199
2.9,-4.66434
2.91,-4.31483
2.92,-4.03326
2.93,-3.83978
2.94,-3.75183
2.95,-3.78181
2.96,-3.9307
2.97,-4.19109
2.98,-4.54792
2.99,-4.98177
3,-5.47235

